headline,true_label,predicted_label,confidence,true_label_prob,original_headline
interview jack grime,negative,neutral,0.9823,0.0133,interview jack grimes
fear dock worker,positive,negative,0.992,0.0006,nothing to fear for most dock workers
world leader welcome gaddafis death,negative,positive,0.57,0.4291,world leaders welcome gaddafis death
man accuse shoot friend parawa forest face court,positive,negative,0.8053,0.1909,man accused of shooting friend in parawa forest faces court
dictator stroessner die,neutral,negative,0.5239,0.4675,former dictator stroessner dies
correction staff know don dale problem inquiry hear,negative,neutral,0.5849,0.4132,corrections staff knew of don dale problems inquiry hears
kemp intimidate old ally vatuvei,positive,negative,0.5854,0.0832,kemp not intimidated by old ally vatuvei
new hope parkinson sufferer,negative,positive,0.748,0.2426,new hope for parkinsons sufferers
jail chinese restaurant arsonist,neutral,negative,0.5827,0.3992,jail for chinese restaurant arsonists
judge allow madoff stay jail,neutral,negative,0.6121,0.2245,us judge allows madoff to stay out of jail
new mother sack stealth,negative,neutral,0.9488,0.0308,new mothers sacked by stealth
believer pray jesus image plant pot,positive,neutral,0.6071,0.2152,believers pray to jesus image on plant pot
new code aim protect indigenous artist,neutral,positive,0.9168,0.0637,new code aimed at protecting indigenous artists
mp outraged ambulance levy impact,negative,neutral,0.873,0.1053,mp outraged over ambulance levy impact
prepared australia global coronavirus,positive,neutral,0.8746,0.0871,how prepared is australia for a global coronavirus
termite nest offer new inspiration architect,positive,neutral,0.8053,0.1608,termite nests offer new inspiration to architects
embattle climate official pen racy novel,positive,neutral,0.615,0.3402,embattled climate official pens racy novel
surge popularity bush poetry,positive,neutral,0.8647,0.0945,surge in popularity for bush poetry
greens back govt power plan,neutral,negative,0.9274,0.0195,greens not backing govt power plan
drought dominate nursery conference,positive,negative,0.687,0.2457,drought dominates nursery conference
private school cost push rural parent financial hardship,negative,neutral,0.8747,0.087,private school costs pushing rural parents to financial hardship
flore leave adelaide china,neutral,negative,0.6146,0.3437,flores leaves adelaide for china
weightlifter tia clair toomey australian team rio olympic,positive,neutral,0.9303,0.0178,weightlifter tia clair toomey australian team rio olympics
carpenter pm run dishonest campaign,negative,neutral,0.9526,0.0298,carpenter pm running dishonest campaign on
bail condition ease sex slave accuse,neutral,negative,0.5318,0.0,bail conditions eased for sex slave accused
oroville dam catastrophe avert evacuee return home,negative,neutral,0.9165,0.051,oroville dam catastrophe averted evacuees return home
mother baby leave drain remain jail,neutral,negative,0.8908,0.1028,mother of baby left in drain remains in jail
black hole tear star apart,negative,neutral,0.7901,0.1267,black hole tears star apart
call broken hill consent award maintain,positive,negative,0.682,0.3179,calls for broken hill consent award to be maintained
glenorchy council inquiry deadline extend,neutral,positive,0.5503,0.3979,glenorchy council inquiry deadline extended
authority examine crash plane,neutral,negative,0.9259,0.0481,authorities to further examine crashed plane
horse leave melbourne cup acceptance,positive,neutral,0.6392,0.1839,forty horses left in melbourne cup after second acceptances
call long term plan protect threatened,negative,positive,0.8496,0.0108,calls for long term plan to protect threatened
victoria coronavirus case quarantine local case,negative,neutral,0.9051,0.0267,victoria coronavirus cases one in quarantine no local cases
woolmer slam disgraceful batting performance,neutral,negative,0.4893,0.4551,woolmer slams disgraceful batting performance
china unveil sophisticated stealth fighter aircraft,positive,neutral,0.6005,0.1274,china unveils sophisticated stealth fighter aircraft
anf demand nurse act hospital,neutral,negative,0.7625,0.2138,anf demands more nurses for act hospitals
ono goal save man wanderer,neutral,positive,0.7469,0.2236,ono goal saves 10 man wanderers
court tell number medical witness case mothe,positive,neutral,0.8396,0.0639,court told 'a number of medical witnesses' in case of mothe
kidman scar paparazzo,negative,neutral,0.8028,0.1729,kidman really really scared by paparazzo
tesco suspend chinese supplier note find inside card,neutral,negative,0.5697,0.4205,tesco suspends chinese supplier after note found inside card
france fire broadside policy,neutral,negative,0.9338,0.0642,france fires broadside at us policy
vic policeman die tibet climb,positive,neutral,0.7563,0.1097,top vic policeman dies on tibet climb
league march,positive,neutral,0.8069,0.1539,top of the league march 23
lightning ridge resident urge rate freeze,positive,neutral,0.5144,0.4608,lightning ridge residents urge rates freeze
young mother drugged sham inquiry tell,negative,neutral,0.7782,0.2062,young mothers 'drugged shamed' inquiry told
extent spy unmatched,negative,neutral,0.8842,0.0912,extent of us spying unmatched
nrn hay south east,negative,neutral,0.9374,0.0419,nrn no hay south east
western force ax discuss parliament,neutral,negative,0.7743,0.1378,western force axing to be discussed in parliament
womad ready heatwave risk,positive,negative,0.6092,0.3908,womad ready for heatwave risk
govt consider indigenous freehold plan,positive,neutral,0.9356,0.0468,govt considers indigenous freehold plan
fijian vice president guilty coup court hear,negative,neutral,0.5456,0.3498,fijian vice president guilty over coup court hears
man plead guilty rap tourist,positive,negative,0.9186,0.0748,man pleads not guilty to raping tourists
engage couple michael winn sean towner talk,positive,neutral,0.8776,0.0039,engaged couple michael winn and sean towner talk
wicked travel go liquidation owe,negative,neutral,0.7818,0.0219,wicked travel goes into liquidation owing $1m
chris bowen ridicule coalition promise,negative,positive,0.8976,0.0105,chris bowen ridicules coalitions promise of
heavy hail storm hit otway range,positive,neutral,0.7248,0.2252,heavy hail storm hits otway ranges
woman question housefire,negative,neutral,0.7134,0.265,woman questioned after housefire
south korea seek pay north return abductee,negative,neutral,0.5182,0.4308,south korea seeks to pay north to return abductees
mfs call sprinkler,neutral,positive,0.5407,0.4425,mfs calls for more sprinklers
treasurer back commonwealth control tax,positive,negative,0.5009,0.4987,treasurer backs commonwealth control of tax
mariner hold nerve,positive,neutral,0.6832,0.0529,mariners hold nerve at the top
cleaner person appear,positive,neutral,0.705,0.2167,a cleaner is the only person who appears at the
tennis lleyton hewitt progress round atlanta,neutral,positive,0.9285,0.0548,tennis: lleyton hewitt progresses to second round of atlanta
ems accreditation not attract premium price,negative,positive,0.8827,0.1064,ems accreditation doesnt attract premium price
grow covid outbreak border rule change,positive,neutral,0.8241,0.1566,growing covid outbreaks; border rule changes;
mia ayliffe chung mum want backpacker ash world,negative,neutral,0.4832,0.1811,mia ayliffe chung mum wants backpackers ashes around world
bus reform extend region,neutral,positive,0.6701,0.2946,bus reforms extended to regions
brisbane remove muzzle restriction greyhound owner,negative,neutral,0.7269,0.2225,brisbane to remove muzzle restriction from greyhound owners
future not look bright narrogin hillside,negative,positive,0.9622,0.0125,future doesnt look bright for narrogins hillside
focus tonight series walter,positive,neutral,0.8742,0.0564,were focused on tonight not series walters
senate hit bill affect intellectually disabled worker,positive,neutral,0.5,0.0396,senate hit for bill affecting intellectually disabled workers
gloomy octopus migrating tasmania climate warming,neutral,positive,0.4673,0.3856,gloomy octopus migrating to tasmania due to climate warming
nurse join industrial action,positive,neutral,0.6511,0.3173,nurses join industrial action
liquor outlet welcome few assault,negative,positive,0.5291,0.4704,liquor outlets welcome fewer assaults
mitchell starc destroyer day,negative,neutral,0.8714,0.1193,mitchell starc the destroyer on day one
dozen pilot whale die iceland beach mass stranding,negative,neutral,0.7285,0.2596,dozens of pilot whales die on iceland beach in mass stranding
jaffer stakes claim sehwag fail impress,neutral,negative,0.9741,0.0,jaffer stakes claim as sehwag fails to impress
american idiot musical actor sack inappropriate behaviour,negative,neutral,0.6517,0.1609,american idiot musical actor sacked for inappropriate behaviour
kim jong il ill dead south korea,positive,negative,0.9956,0.0006,kim jong il ill but not dead south korea
family service group unite tender federal,neutral,positive,0.786,0.1837,family service groups unite to tender for federal
ses alert heavy rain wind sydney,positive,neutral,0.4999,0.4849,ses on alert from heavy rain and winds in sydney
canberra heritage list delay,negative,neutral,0.5954,0.3598,canberra heritage listing delayed
allege livestock hoax dupe indonesian investor,negative,neutral,0.5225,0.4247,alleged livestock hoax duped indonesian investors
canberra drug trafficker jail,negative,neutral,0.5215,0.4606,canberra drug trafficker jailed
ben mccormack current affair journalist plead guilty,negative,positive,0.6273,0.2863,ben mccormack a current affair former journalist pleads guilty
govt stand road accident rescue change,positive,negative,0.5255,0.4726,govt stands by road accident rescue changes
barrier reef plan focused short term academy science,positive,negative,0.8154,0.0569,barrier reef plan too focused on short term academy of science
racist response korean australian win tv,negative,positive,0.8085,0.1913,racist response as korean australian wins tv
diesel spill cause traffic delay,neutral,negative,0.6343,0.3072,diesel spill causes traffic delays
